donor,recipient,distance,timetransmission,contacttype,simid
0.1,0.1.2,0.002,1925.8791421793542,G,164
0.2,0.2.1,Inf,587.2141856722676,F,164
0.2,0.2.2,Inf,897.4151080142248,F,164
0.2,0.2.3,Inf,984.9996507169508,F,164
0.2,0.2.4,Inf,1263.4430733321956,F,164
0.2,0.2.5,Inf,2403.0596601343505,F,164
0.2.4,0.2.4.1,0.003,1511.5956472280714,H,164
0.2.4,0.2.4.2,0.013,1552.3221774550564,F,164
0.2.4,0.2.4.3,0.001,2051.3183460645578,F,164
0.2.4,0.2.4.4,0.013,2121.0016435674243,F,164
0.2.4,0.2.4.5,0.003,2143.87454167423,G,164
0.2.4,0.2.4.6,0.0,2843.4803627785777,G,164
0.2.5,0.2.5.1,Inf,2858.183101124494,G,164
0.2.4.2,0.2.4.2.1,0.001,1786.3014899409377,G,164
0.2.4.2,0.2.4.2.2,0.007,1790.3816454125908,G,164
0.2.4.2,0.2.4.2.3,0.011,1900.9157214027318,G,164
0.2.4.2,0.2.4.2.4,0.003,2700.0029171893666,F,164
0.2.4.4,0.2.4.4.1,Inf,4633.984879017897,F,164
0.2.4.6,0.2.4.6.1,0.002,2893.68710654572,G,164
0.2.5.1,0.2.5.1.1,Inf,3594.718246147826,G,164
0.2.5.1,0.2.5.1.2,Inf,5471.320943890624,G,164
0,0.1,Inf,1848.4784402185676,G,167
0,0.2,Inf,2758.850047369841,G,167
0.1,0.1.1,0.015,3465.5459829195747,G,167
0.1,0.1.2,0.004,4325.622531381917,F,167
0.2,0.2.1,0.013,3011.1072854127597,G,167
0.2,0.2.2,0.006,3297.720081456616,F,167
0.2,0.2.3,0.008,3790.8463341735755,G,167
0.1.1,0.1.1.1,0.005,5313.0592630409665,G,167
0.1.2,0.1.2.1,0.005,4533.094787228543,G,167
0.1.2,0.1.2.2,0.018,5848.853330523007,F,167
0.1.2,0.1.2.3,Inf,6006.953043767582,G,167
0.1.2,0.1.2.4,0.001,6738.4160913786345,G,167
0.1.2,0.1.2.5,0.002,6951.339426572707,G,167
0.2.1,0.2.1.1,0.016,3494.5584040078165,G,167
0.2.3,0.2.3.1,0.004,4284.547813963387,F,167
0.2.3,0.2.3.2,0.005,5162.577720586017,G,167
0.1.2.1,0.1.2.1.1,0.001,4583.068591285984,G,167
0.1.2.2,0.1.2.2.1,0.008,6046.52371600895,F,167
0.1.2.2,0.1.2.2.2,0.005,6295.632434566755,H,167
0.1.2.4,0.1.2.4.1,0.003,6749.8496895569,G,167
0.1.2.4,0.1.2.4.2,0.005,7328.653817310483,G,167
0.2.1.1,0.2.1.1.1,Inf,3695.3730995076517,G,167
0.2.1.1,0.2.1.1.2,Inf,3744.508818806503,G,167
0,0.1,0.002,324.06411090390446,G,168
0,0.2,0.008,837.2315094870191,G,168
0.1,0.1.1,0.006,370.47605823956684,G,168
0.1,0.1.2,0.007,414.2151527084469,G,168
0.1,0.1.3,0.004,439.0930227336415,G,168
0.2,0.2.1,0.007,1292.0292771280872,F,168
0.2,0.2.2,0.003,1982.1639121658488,G,168
0.2,0.2.3,0.001,2021.6261047320845,G,168
0.1.1,0.1.1.1,0.009,1056.495396807146,G,168
0.1.2,0.1.2.1,0.007,473.0109988145147,G,168
0.1.2,0.1.2.2,0.007,640.6906674874809,G,168
0.1.2,0.1.2.3,0.003,2899.0347224341535,G,168
0.1.2,0.1.2.4,0.004,2941.8156707779503,G,168
0.1.2,0.1.2.5,0.002,3014.133846711822,H,168
0.1.3,0.1.3.1,0.0,911.9839615902929,G,168
0.2.1,0.2.1.1,0.008,1296.6877324208256,F,168
0.2.2,0.2.2.1,0.001,2311.687329250655,G,168
0.2.2,0.2.2.2,0.013,2325.3913636832044,G,168
0.1.1.1,0.1.1.1.1,0.009,1470.4909811334553,G,168
0.1.1.1,0.1.1.1.2,0.011,2073.3401505012516,G,168
0.1.1.1,0.1.1.1.3,0.002,2143.660620251514,G,168
0.1.2.2,0.1.2.2.1,0.007,1106.8854745506023,G,168
0.1.2.3,0.1.2.3.1,0.003,2929.633729498298,G,168
0.1.2.3,0.1.2.3.2,0.002,2957.3845816017124,G,168
0.2.1.1,0.2.1.1.1,0.001,1941.8337435002388,F,168
0.2.2.1,0.2.2.1.1,0.004,3248.950399067496,G,168
0,0.1,0.004,20.71034538488558,G,171
0.1,0.1.1,0.008,76.901316980623,G,171
0,0.1,0.002,1090.2078378375982,H,172
0,0.1,0.005,122.84641102475543,G,173
0.1,0.1.1,0.007,185.74018999685777,G,173
0,0.1,Inf,1184.3418040654399,G,174
0.1,0.1.1,0.018,1257.8664450277324,F,174
0.1,0.1.2,0.0,3500.3618861170135,F,174
0,0.1,0.001,31.685877038629144,F,176
0.1,0.1.1,0.006,414.40727129300194,F,176
0.1.1,0.1.1.1,0.012,804.3264850479112,G,176
0.1.1,0.1.1.2,0.009,1075.2299581980901,F,176
0.1.1,0.1.1.3,0.003,1631.8991700451693,F,176
0.1.1,0.1.1.4,0.013,2227.4647381317864,G,176
0.1.1,0.1.1.5,0.0,2303.474820012951,G,176
0.1.1.1,0.1.1.1.1,0.004,816.8573519454832,F,176
0,0.1,0.003,3160.5221001070536,G,177
0,0.2,0.0,4020.939825341348,G,177
0.2,0.2.1,Inf,4096.338278005614,F,177
0,0.1,0.0,887.2956365564212,G,179
0,0.1,0.004,162.87097217424974,G,180
0,0.2,0.003,522.1788223054878,G,180
0.1,0.1.1,0.004,348.6597596595197,G,180
0.1,0.1.2,0.001,363.61342345281025,G,180
0.2,0.2.1,0.004,773.1006576385047,G,180
0,0.1,0.003,11.36506883819274,F,181
0,0.2,0.017,853.0087470391165,H,181
0.1,0.1.1,0.002,144.9687701885729,G,181
0.2,0.2.1,0.013,1213.2903775904929,G,181
0.2,0.2.2,0.011,1698.5493883268998,G,181
0.2,0.2.3,0.012,2393.601713441871,G,181
0.2,0.2.4,0.012,2946.843124367641,G,181
0,0.1,Inf,2062.903616672635,F,182
0,0.2,0.0,2062.928468215745,F,182
0.1,0.1.1,Inf,2209.452513499173,F,182
0.1.1,0.1.1.1,0.021,2264.8526928649717,F,182
0.1.1,0.1.1.2,0.021,2648.2560059299135,F,182
0.1.1.1,0.1.1.1.1,0.01,3232.6976026268926,F,182
0.1.1.1,0.1.1.1.2,0.007,3944.192472298784,F,182
0.1.1.2,0.1.1.2.1,0.011,3848.2871021254737,G,182
0.1.1.2,0.1.1.2.2,0.004,5468.08237545173,G,182
0,0.1,0.009,47.00368230336101,G,184
0.1,0.1.1,0.009,78.82490580296077,G,184
0,0.1,Inf,312.0501107730055,G,188
0,0.2,Inf,886.0345785895519,G,188
0,0.3,Inf,2800.01195289548,F,188
0,0.4,Inf,2908.7214380814144,G,188
0,0.5,Inf,3017.5074816402876,G,188
0.4,0.4.1,0.0,4109.708588599241,F,188
0.4.1,0.4.1.1,0.003,4409.6371650957,G,188
0.4.1.1,0.4.1.1.1,0.006,4631.122962426348,G,188
0.4.1.1,0.4.1.1.2,0.015,5836.557797480744,G,188
0.4.1.1,0.4.1.1.3,0.001,6425.402482818953,G,188
0,0.1,0.008,93.39934949909177,G,189
0.1,0.1.1,0.008,260.78360477754654,G,189
0.1,0.1.2,0.013,764.4971743566233,F,189
0.1,0.1.3,0.005,1743.8166158301037,G,189
0.1,0.1.4,0.001,1936.8456736783523,F,189
0.1.3,0.1.3.1,0.008,2124.738913604686,G,189
0.1.4,0.1.4.1,0.001,2163.4604506592445,F,189
0.1.4,0.1.4.2,0.006,2499.74384434024,F,189
0.1.3.1,0.1.3.1.1,0.003,2986.9675643261694,G,189
0.1.4.2,0.1.4.2.1,0.002,4167.730820208522,F,189
0,0.1,0.004,64.34498346811665,G,190
0,0.2,0.003,135.81605663943088,G,190
0,0.1,Inf,776.613525794229,G,192
0,0.1,0.0,53.02031122109634,G,195
0,0.1,0.018,90.12093799348858,G,197
0,0.2,0.011,344.6818406667691,G,197
0,0.1,0.007,783.9785204054938,G,198
0,0.2,0.001,876.3350998568883,G,198
0.1,0.1.1,0.008,804.9136981292681,H,198
0.1,0.1.2,0.01,1023.1674970396657,G,198
0.1,0.1.3,0.002,1280.123225734554,G,198
0.1,0.1.4,0.008,2407.608161840156,G,198
0.1.2,0.1.2.1,0.005,2761.100845111208,F,198
0.1.2,0.1.2.2,0.001,2805.8389116514145,G,198
0.1.3,0.1.3.1,0.003,1302.8340707247191,G,198
0.1.4,0.1.4.1,0.009,2536.982015330019,G,198
0.1.4,0.1.4.2,0.01,2580.448882290513,G,198
0.1.4,0.1.4.3,0.01,3433.448945333505,G,198
0.1.4,0.1.4.4,0.002,4085.2338549098654,G,198
0.1.4,0.1.4.5,0.0,4599.353463651613,G,198
0.1.2.1,0.1.2.1.1,0.012,3107.526412693782,F,198
0.1.4.1,0.1.4.1.1,0.002,2717.6227471090165,G,198
0.1.4.2,0.1.4.2.1,0.007,2721.872242150874,G,198
0.1.4.2,0.1.4.2.2,0.011,3125.720736473571,H,198
0.1.4.3,0.1.4.3.1,0.014,3943.765678470235,F,198
0.1.4.3,0.1.4.3.2,0.011,4813.645746451436,G,198
0,0.1,0.012,458.8720031062072,G,200
0,0.2,0.009,485.49088673503655,G,200
0.1,0.1.1,0.007,788.013606619433,G,200
0.1,0.1.2,0.004,3714.8011220690396,G,200
0.2,0.2.1,0.023,555.2239614012667,F,200
0.1.1,0.1.1.1,0.0,1680.3931847346596,G,200
0.2.1,0.2.1.1,0.009,788.293935350429,G,200
0.2.1,0.2.1.2,0.005,1055.2766020588049,G,200
0.2.1.1,0.2.1.1.1,0.008,1399.3914285184264,F,200
0.2.1.1,0.2.1.1.2,0.004,2705.331539080462,F,200
0.2.1.2,0.2.1.2.1,Inf,1522.1691616579633,G,200
0,0.1,Inf,0.37422711869699843,G,205
0,0.1,0.003,351.71276346710266,F,206
0,0.2,0.001,1143.3028550301588,F,206
0.2,0.2.1,0.004,1327.3501078602726,H,206
0.2,0.2.2,0.001,1661.7073097874431,F,206
0,0.1,0.005,96.42163591645432,F,208
0,0.1,0.006,604.5194018744551,G,209
0,0.1,0.007,217.86955452192655,G,210
0.1,0.1.1,0.007,1209.131821515224,G,210
0.1,0.1.2,0.006,1471.1873848185016,G,210
0.1.1,0.1.1.1,0.002,1570.0111753138629,G,210
0.1.2,0.1.2.1,0.011,2747.3330057571006,H,210
0.1.2,0.1.2.2,0.005,4936.255973424338,G,210
0.1.1.1,0.1.1.1.1,0.006,1630.9619934383093,G,210
0.1.2.1,0.1.2.1.1,0.007,4812.622069270802,H,210
0,0.1,0.0,115.46473061774472,G,211
0.1,0.1.1,0.003,247.86724944265436,G,211
0.1,0.1.2,0.004,308.1105918868437,G,211
0.1.1,0.1.1.1,0.001,443.5994986272493,G,211
0,0.1,0.0,281.00497457454156,G,212
0,0.1,0.009,374.1040439525445,G,215
0,0.1,Inf,486.7143264597649,G,217
0,0.2,0.004,2598.5103320536973,G,217
0,0.1,0.004,535.9268741448193,F,218
0,0.1,0.014,38.66494198176856,H,219
0,0.2,0.002,117.39732759866749,G,219
0,0.3,0.0,117.96350840066643,G,219
0,0.4,0.006,154.71107534518475,G,219
0,0.5,0.007,230.54069414961566,H,219
0,0.6,0.003,257.8814312588563,H,219
0.2,0.2.1,0.004,149.14440579578,G,219
0.2,0.2.2,0.004,540.0852768106178,G,219
0.5,0.5.1,0.005,369.34995217087766,G,219
0.5,0.5.2,0.005,370.2025898860227,G,219
0.5,0.5.3,0.007,1277.10572292575,G,219
0.2.2,0.2.2.1,0.001,643.1037415955641,G,219
0.5.1,0.5.1.1,0.002,396.50745042218625,G,219
0.2.2.1,0.2.2.1.1,0.002,762.7984191511989,G,219
0.5.1.1,0.5.1.1.1,0.001,679.6117759681051,G,219
0,0.1,0.011,81.1859269455135,F,221
0,0.2,0.004,1091.9281728675996,G,221
0,0.3,0.0,2377.7655501794334,G,221
0,0.1,0.013,266.259150735355,F,222
0,0.1,0.011,604.0386279859646,G,225
0,0.2,0.011,1168.8355553443878,G,225
0.2,0.2.1,0.003,1255.1691167553142,G,225
0.2,0.2.2,0.004,2298.2826377591796,G,225
0.2.2,0.2.2.1,0.016,3042.594167705875,G,225
0.2.2,0.2.2.2,0.001,3504.9696004383727,F,225
0,0.1,Inf,116.9450580311164,G,226
0,0.2,0.005,176.61632482239102,H,226
0,0.3,0.005,354.9273668403046,G,226
0.1,0.1.1,Inf,433.1582388359345,G,226
0.1,0.1.2,Inf,2750.081765578999,G,226
0.1,0.1.3,Inf,2784.919565303454,G,226
0.2,0.2.1,Inf,615.4117749531043,F,226
0.1.3,0.1.3.1,0.008,3066.1427995650993,G,226
0,0.1,0.011,634.4343627467354,G,229
0.1,0.1.1,0.011,1957.7099719909872,H,229
0.1.1,0.1.1.1,0.006,3354.9380493039057,H,229
0,0.1,0.002,3180.999600631728,G,230
0.1,0.1.1,0.003,3260.1091129934066,G,230
0,0.1,0.014,80.984530767915,G,231
0,0.2,0.008,383.2443072454591,G,231
0,0.3,0.002,1436.508291838457,G,231
0.1,0.1.1,0.004,2715.308375313249,G,231
0.3,0.3.1,0.014,1622.9660991926007,F,231
0.1.1,0.1.1.1,0.005,2737.2156227540827,F,231
0.3.1,0.3.1.1,0.003,2633.0622264694643,F,231
0.3.1.1,0.3.1.1.1,0.004,2947.891728411826,F,231
0,0.1,0.008,32.959211003937014,F,233
0,0.1,0.006,3018.4427948961443,G,234
0,0.2,0.009,3396.4892123835575,G,234
0,0.1,0.003,506.47895489058624,G,235
0.1,0.1.1,0.003,2856.2369094714477,G,235
0.1.1,0.1.1.1,0.01,2993.7679834971323,G,235
0.1.1,0.1.1.2,0.001,3374.1442472262297,F,235
0.1.1.2,0.1.1.2.1,0.003,3634.890362094026,G,235
0.1.1.2,0.1.1.2.2,0.003,4311.988908895187,F,235
0,0.1,0.01,31.87582170849454,G,236
0.1,0.1.1,0.01,85.2608735323626,G,236
0.1,0.1.2,Inf,1229.120193028065,G,236
0.1.1,0.1.1.1,0.006,367.20640971803783,F,236
0.1.1,0.1.1.2,0.017,853.3855025272076,G,236
0.1.1,0.1.1.3,0.004,913.4522585177874,F,236
0.1.1,0.1.1.4,0.013,975.0920125664342,G,236
0.1.2,0.1.2.1,Inf,1588.2412656311465,G,236
0.1.1.1,0.1.1.1.1,0.007,488.53211105261164,F,236
0.1.1.2,0.1.1.2.1,0.011,3953.024741912886,G,236
0.1.1.3,0.1.1.3.1,0.005,1359.1197730412312,G,236
0.1.1.4,0.1.1.4.1,Inf,1005.9179528730524,G,236
0.1.1.4,0.1.1.4.2,0.01,1633.4773159408035,G,236
0.1.1.4,0.1.1.4.3,0.005,2977.590261135116,G,236
0.1.1.4,0.1.1.4.4,0.006,4024.8846703921813,F,236
0.1.1.4,0.1.1.4.5,0.005,5175.214282692867,G,236
0.1.2.1,0.1.2.1.1,0.006,3088.774177355632,G,236
0,0.1,0.003,155.5190810507518,G,238
0.1,0.1.1,0.012,253.13621763137274,H,238
0.1,0.1.2,0.005,1211.4760648554102,F,238
0,0.1,0.002,905.0657058067125,F,240
0,0.1,Inf,148.2087496929224,G,241
0,0.2,Inf,258.10662856236524,F,241
0,0.3,0.008,1117.1602173663389,G,241
0,0.4,0.002,1907.8597515660683,G,241
0.1,0.1.1,Inf,733.7306534604413,G,241
0.1,0.1.2,Inf,785.5915625728003,G,241
0.3,0.3.1,0.001,1278.8426476549512,G,241
0.3,0.3.2,0.002,2139.026091337163,G,241
0.4,0.4.1,0.01,2160.443425058852,F,241
0.4,0.4.2,0.001,2507.266622945795,G,241
0.1.1,0.1.1.1,0.005,941.7460141607345,F,241
0.1.1,0.1.1.2,0.004,1036.4034830358637,G,241
0.1.2,0.1.2.1,Inf,2606.301873384733,G,241
0.1.2,0.1.2.2,Inf,2747.6349577869446,H,241
0.1.2,0.1.2.3,Inf,2759.4515321131403,G,241
0.1.2,0.1.2.4,Inf,4445.287282735514,G,241
0.1.2,0.1.2.5,Inf,5217.744628377791,H,241
0.3.1,0.3.1.1,0.007,1328.0482585140724,G,241
0.3.2,0.3.2.1,0.003,2387.376666634227,G,241
0.4.1,0.4.1.1,0.012,2554.404767836273,F,241
0.4.1,0.4.1.2,0.015,3162.966025865035,F,241
0.4.1,0.4.1.3,0.007,3352.583243685956,F,241
0.4.2,0.4.2.1,0.004,2790.3874495540877,G,241
0.1.1.2,0.1.1.2.1,0.003,1439.9070854045774,G,241
0.1.2.2,0.1.2.2.1,Inf,5134.344034385224,F,241
0.1.2.4,0.1.2.4.1,0.016,4493.713493651806,F,241
0.1.2.5,0.1.2.5.1,0.015,5362.408024099914,G,241
0.1.2.5,0.1.2.5.2,0.002,5465.324268951041,G,241
0.3.2.1,0.3.2.1.1,0.003,2663.719066914088,G,241
0.4.1.3,0.4.1.3.1,0.006,4453.935315624227,F,241
0,0.1,0.0,639.0558906464727,G,245
0.1,0.1.1,0.007,740.1179965665541,G,245
0.1.1,0.1.1.1,0.003,1483.0654995177047,G,245
0.1.1.1,0.1.1.1.1,0.001,1538.2726273998749,F,245
0,0.1,0.007,1052.275840131863,G,246
0,0.2,0.01,1095.465538775995,G,246
0.1,0.1.1,0.006,1074.4811131370006,G,246
0.1,0.1.2,0.009,1096.512520137589,G,246
0.1,0.1.3,0.002,1751.1562636844187,F,246
0.2,0.2.1,0.001,3060.3097221404055,G,246
0.1.2,0.1.2.1,Inf,1493.5658370095894,G,246
0.2.1,0.2.1.1,0.0,3160.2025782662536,F,246
0.2.1,0.2.1.2,0.01,3163.5417131421245,F,246
0.2.1,0.2.1.3,0.002,3613.50964352122,G,246
0.2.1.1,0.2.1.1.1,0.002,3724.5253653107593,F,246
0.2.1.2,0.2.1.2.1,0.001,3383.6586404985837,F,246
0,0.1,0.001,430.53202753071696,H,247
0,0.1,0.005,302.01022020409346,G,248
0.1,0.1.1,0.006,935.0401432706168,G,248
0,0.1,0.005,34.1491231809323,F,249
0,0.2,0.015,147.67169664817766,G,249
0.1,0.1.1,0.002,766.8317323316664,F,249
0.2,0.2.1,0.006,345.90539805366006,G,249
0.2.1,0.2.1.1,0.005,898.2911867924173,G,249
0.2.1.1,0.2.1.1.1,0.009,950.0857767719774,F,249
0,0.1,0.005,198.2906977130142,G,250
0.1,0.1.1,0.003,292.6479071126217,G,250
0,0.1,0.009,489.5663166792759,F,251
0,0.2,0.008,1213.5107218828068,F,251
0,0.3,0.003,1985.683725121744,G,251
0,0.1,Inf,1247.5010591596244,G,252
0.1,0.1.1,Inf,1676.3914751112543,G,252
0.1,0.1.2,0.006,3498.394091671493,G,252
0.1,0.1.3,0.004,4025.271932929402,G,252
0.1,0.1.4,Inf,4690.0768662573455,G,252
0.1,0.1.5,0.009,5075.505494160507,G,252
0.1.1,0.1.1.1,Inf,1689.5333226722419,G,252
0.1.1.1,0.1.1.1.1,0.005,1859.8618835410332,G,252
0,0.1,0.009,202.38029534594338,G,253
0,0.2,0.002,1523.8439449251973,G,253
0,0.1,0.005,872.613733220099,F,255
0,0.1,0.007,1273.2652414781865,G,256
0,0.2,0.009,1809.8959670594952,F,256
0,0.3,0.008,1830.8863384125489,G,256
0,0.4,Inf,2009.741710021475,G,256
0,0.1,0.006,334.4304828811885,F,259
0,0.2,Inf,573.2599945312443,G,259
0,0.3,0.002,760.323039368204,G,259
0,0.4,0.0,950.6139532235361,F,259
0.1,0.1.1,0.015,487.14759796910965,G,259
0.1,0.1.2,0.002,753.0828335346722,G,259
0.2,0.2.1,Inf,1405.5257095121128,G,259
0.2,0.2.2,Inf,1917.3078856473214,F,259
0.1.2,0.1.2.1,0.006,970.3488978695027,G,259
0.2.1,0.2.1.1,Inf,1500.5362979740532,F,259
0.2.1,0.2.1.2,Inf,2549.1432789479954,G,259
0.2.1,0.2.1.3,Inf,2715.8327431434286,G,259
0.2.1,0.2.1.4,Inf,3033.4972678608533,G,259
0.2.1,0.2.1.5,Inf,4495.143154729763,G,259
0.2.2,0.2.2.1,0.01,2125.3710908409694,G,259
0.2.2,0.2.2.2,0.0,4244.409762794359,G,259
0.1.2.1,0.1.2.1.1,0.006,999.8529773463083,G,259
0.1.2.1,0.1.2.1.2,0.011,1116.380454605568,G,259
0.1.2.1,0.1.2.1.3,0.018,1533.6654670609073,F,259
0.2.1.3,0.2.1.3.1,0.006,2728.8371739676227,G,259
0.2.1.3,0.2.1.3.2,0.005,3525.649493332192,G,259
0.2.1.3,0.2.1.3.3,0.003,4456.093122429462,G,259
0.2.1.4,0.2.1.4.1,0.003,3271.159191657352,F,259
0.2.1.5,0.2.1.5.1,0.0,6215.201019567796,G,259
0,0.1,0.01,2628.407128564758,G,264
0.1,0.1.1,0.008,2778.315088472183,G,264
0.1,0.1.2,0.001,5497.7212756260715,F,264
0.1.1,0.1.1.1,0.004,2848.1876001735695,G,264
0.1.1,0.1.1.2,0.006,2947.7704991706214,F,264
0.1.1,0.1.1.3,0.003,3984.0640560111087,F,264
0.1.1.1,0.1.1.1.1,0.006,2850.3188209967443,G,264
0.1.1.2,0.1.1.2.1,0.0,4212.934914257153,G,264
0,0.1,0.001,61.982753238431215,F,265
0,0.2,0.0,97.01972816755227,G,265
0,0.3,0.01,311.74651578186104,G,265
0,0.4,0.001,826.3468191014348,F,265
0.1,0.1.1,0.0,130.0978936742616,H,265
0.2,0.2.1,0.001,170.39295764625757,G,265
0.3,0.3.1,0.004,1739.0497345687993,G,265
0.3,0.3.2,0.008,2188.6722276006144,G,265
0.3.1,0.3.1.1,Inf,1929.173217278348,G,265
0.3.1,0.3.1.2,0.017,2026.9020149041698,G,265
0.3.2,0.3.2.1,0.003,3319.1982328002914,F,265
0.3.2,0.3.2.2,0.003,3921.7097711938877,F,265
0.3.1.1,0.3.1.1.1,Inf,4703.083898903855,G,265
0.3.1.2,0.3.1.2.1,0.016,2498.3881958835773,G,265
0.3.1.2,0.3.1.2.2,0.007,3627.8299329525844,G,265
0.3.1.2,0.3.1.2.3,0.001,4696.913763085296,G,265
0,0.1,0.009,1199.8926825381702,G,267
0,0.1,0.003,265.28880546060145,F,269
0,0.1,0.006,98.11840958015179,G,273
0,0.1,0.002,26.47550593342628,G,274
0.1,0.1.1,0.001,70.50959977493538,F,274
0,0.1,0.001,36.368802108649845,F,275
0,0.1,0.006,1822.7306957185801,G,277
0.1,0.1.1,0.002,2212.9362823847787,F,277
0.1.1,0.1.1.1,0.001,2534.9621033301305,F,277
0.1.1.1,0.1.1.1.1,0.005,2682.6919531158483,G,277
0,0.1,0.001,191.12139710846455,G,280
0,0.2,0.001,196.47480732181532,G,280
0,0.1,0.002,1456.8481417514583,G,282
0.1,0.1.1,0.0,1634.1297909770008,G,282
0.1.1,0.1.1.1,0.012,1688.8762388791013,G,282
0.1.1.1,0.1.1.1.1,0.011,1751.2961808053326,G,282
0.1.1.1,0.1.1.1.2,0.007,2664.2553639501516,G,282
0,0.1,0.003,600.5033853083884,G,284
0,0.1,0.01,201.64369509633383,G,285
0.1,0.1.1,0.003,845.5244072552789,G,285
0,0.1,0.009,235.1957209805593,G,286
0,0.1,0.004,437.19558890452015,G,287
0,0.1,0.004,45.4520264689127,G,289
0,0.1,0.002,938.5761461007714,G,291
0,0.1,0.007,572.043199183212,G,292
0.1,0.1.1,0.0,690.6199045652418,G,292
0,0.1,0.011,296.70806392826796,G,294
0,0.2,0.007,794.5326631941599,H,294
0.1,0.1.1,0.016,528.893904216665,G,294
0.1,0.1.2,0.002,1789.8940606367362,G,294
0.2,0.2.1,Inf,1123.5419991816464,F,294
0.2,0.2.2,0.005,1208.9909817347757,H,294
0,0.1,0.005,25.990344872779772,F,297
0,0.1,0.006,19.178010655375008,G,299
0,0.2,0.007,754.986162423858,G,299
0.1,0.1.1,0.005,2566.9021476538896,G,299
0.1,0.1.2,0.007,3524.0469862915957,G,299
0.2,0.2.1,0.008,1749.7926411394994,G,299
0.2.1,0.2.1.1,0.007,2417.5609061552045,G,299
0.2.1.1,0.2.1.1.1,0.018,2488.330132433717,F,299
0.2.1.1,0.2.1.1.2,0.015,3192.909033778831,F,299
0.2.1.1,0.2.1.1.3,0.001,4093.7880037591885,F,299
0.2.1.1,0.2.1.1.4,0.012,4750.103604360154,G,299
0.2.1.1,0.2.1.1.5,0.002,4915.833280215765,G,299
0.2.1.1,0.2.1.1.6,0.001,5763.7472345000515,F,299
0,0.1,0.003,2856.1699303609694,G,302
0,0.2,0.0,3028.1031124471615,G,302
0.1,0.1.1,0.002,2866.179742139803,G,302
0.1.1,0.1.1.1,Inf,3021.0995942280774,G,302
0,0.1,Inf,142.87187302242532,F,303
0,0.2,0.015,599.7633439233139,H,303
0.2,0.2.1,0.003,846.3629319606932,G,303
0.2.1,0.2.1.1,0.011,1187.2168923300706,G,303
0.2.1.1,0.2.1.1.1,0.008,1296.0137742828408,G,303
0.2.1.1,0.2.1.1.2,0.005,1725.0515218125204,F,303
0,0.1,Inf,194.65816735036145,F,304
0,0.2,0.005,1792.7414432276921,G,304
0.2,0.2.1,0.01,2087.2417916220215,G,304
0.2,0.2.2,0.002,2761.9063485362312,G,304
0.2.1,0.2.1.1,0.01,2187.7574822914703,G,304
0.2.2,0.2.2.1,Inf,2796.835823403258,G,304
0.2.2.1,0.2.2.1.1,Inf,3287.2325352360604,F,304
0,0.1,0.015,685.0539172275778,G,306
0,0.2,0.003,3404.457331125335,G,306
0.2,0.2.1,0.003,3725.094042297746,G,306
0.2.1,0.2.1.1,0.017,3786.7002404673,G,306
0.2.1,0.2.1.2,0.007,3948.4942679368414,G,306
0.2.1,0.2.1.3,0.006,3976.4427872352944,G,306
0.2.1.1,0.2.1.1.1,0.003,4508.644097109161,G,306
0.2.1.3,0.2.1.3.1,0.0,4797.214670139943,F,306
0,0.1,Inf,188.48515425905882,F,307
0.1,0.1.1,Inf,203.12163828934138,H,307
0.1,0.1.2,Inf,208.64641096143473,G,307
0.1,0.1.3,Inf,1386.204423999337,F,307
0.1.1,0.1.1.1,0.007,779.1262238816358,G,307
0.1.1,0.1.1.2,0.004,917.3406021213461,F,307
0.1.2,0.1.2.1,Inf,387.8447717099523,F,307
0.1.2,0.1.2.2,0.001,748.2231249129444,F,307
0.1.1.1,0.1.1.1.1,Inf,954.9516635052713,F,307
0.1.1.2,0.1.1.2.1,0.017,1589.70697320919,F,307
0.1.2.1,0.1.2.1.1,Inf,1997.8876299183262,F,307
0,0.1,0.004,8.809217291179518,F,308
0,0.1,0.016,271.4124871910936,G,312
0,0.2,0.012,1810.1778864711432,G,312
0,0.3,0.005,3460.361408553172,F,312
0.2,0.2.1,0.012,1823.94837657645,G,312
0,0.1,Inf,1946.7197336731508,G,314
0,0.1,0.013,111.27267127183296,G,315
0,0.2,Inf,114.98134764612627,G,315
0,0.3,0.016,254.62311937323307,G,315
0,0.4,0.009,464.2405139153212,G,315
0.2,0.2.1,Inf,276.5114592917597,G,315
0,0.1,0.007,6.060594427428211,F,317
0,0.1,0.002,100.41804612198078,G,319
0.1,0.1.1,Inf,361.2184898570936,F,319
0.1,0.1.2,0.004,1461.8207048916597,G,319
0.1.1,0.1.1.1,Inf,389.9067440249294,F,319
0.1.2,0.1.2.1,0.003,2752.8414854453526,F,319
0.1.2.1,0.1.2.1.1,0.009,2942.855749271174,G,319
0.1.2.1,0.1.2.1.2,0.006,3039.3940739015875,F,319
0.1.2.1,0.1.2.1.3,0.011,3255.6802151875504,G,319
0.1.2.1,0.1.2.1.4,0.003,3553.2001889611984,H,319
0.1.2.1,0.1.2.1.5,0.007,3749.960293949408,F,319
0.1.2.1,0.1.2.1.6,0.003,3837.4854689687845,F,319
0.1.2.1,0.1.2.1.7,0.013,4000.7645252868056,F,319
0.1.2.1,0.1.2.1.8,Inf,4228.907723096956,G,319
0,0.1,0.007,1026.501256897783,G,320
0.1,0.1.1,Inf,1662.977455316933,G,320
