donor,recipient,distance,timetransmission,contacttype,simid
0,0.2,0.006,603.8027791766683,G,1115
0,0.3,0.002,905.58765755166,G,1115
0,0.4,0.001,966.9572157206635,G,1115
0.1,0.1.1,0.001,277.88974781395166,F,1115
0.2,0.2.1,0.009,647.362517356047,G,1115
0.3,0.3.1,0.002,1212.8368235279922,G,1115
0.4,0.4.1,Inf,1756.6823046470902,G,1115
0.4,0.4.2,0.005,2087.682686444921,G,1115
0.3.1,0.3.1.1,0.002,1367.0576929034885,F,1115
0.4.1,0.4.1.1,Inf,2030.0723352383986,F,1115
0.4.1,0.4.1.2,Inf,3801.403579846361,F,1115
0.4.1.1,0.4.1.1.1,0.005,2426.332226775415,F,1115
0.4.1.1.1,0.4.1.1.1.1,0.002,2685.611058939444,G,1115
0,0.1,Inf,767.9940817775201,G,1117
0,0.1,0.02,1203.0764158455356,F,1118
0.1,0.1.1,0.026,3444.40866478065,F,1118
0.1.1,0.1.1.1,0.004,4729.498532362555,F,1118
0,0.1,0.004,32.34981721903059,G,1121
0,0.2,0.002,1187.964525125847,G,1121
0,0.3,0.002,1305.207551710725,G,1121
0.1,0.1.1,0.006,99.91770124430207,G,1121
0.1,0.1.2,0.008,557.3978409634958,G,1121
0.1.1,0.1.1.1,0.001,994.7772630262127,G,1121
0.1.1.1,0.1.1.1.1,0.005,1362.3393657992506,G,1121
0,0.1,0.011,353.39277371688644,G,1126
0.1,0.1.1,0.01,1199.4086806221355,G,1126
0.1,0.1.2,0.001,1652.706596480606,G,1126
0.1,0.1.3,0.002,1923.37425640303,H,1126
0.1.1,0.1.1.1,0.005,1731.7800886470486,G,1126
0.1.1,0.1.1.2,0.005,2335.0196133698355,H,1126
0.1.3,0.1.3.1,0.0,3026.9136546290633,H,1126
0,0.1,Inf,158.84344001169077,G,1127
0,0.2,Inf,514.2894936573924,G,1127
0.1,0.1.1,0.008,408.35029135789284,G,1127
0.2,0.2.1,0.002,672.7054863555627,H,1127
0.2,0.2.2,0.009,1282.535033616436,G,1127
0.1.1,0.1.1.1,0.006,612.4952679070873,G,1127
0.1.1,0.1.1.2,0.003,1151.587170557184,G,1127
0.2.1,0.2.1.1,0.0,1465.165273726016,F,1127
0.2.2,0.2.2.1,0.002,1366.7146510704142,F,1127
0.2.2,0.2.2.2,Inf,2585.881162580351,F,1127
0.1.1.1,0.1.1.1.1,0.006,670.2052937667435,G,1127
0.2.2.2,0.2.2.2.1,Inf,3203.476315545273,F,1127
0.1.1.1.1,0.1.1.1.1.1,0.005,692.2090046508931,G,1127
0.2.2.2.1,0.2.2.2.1.1,0.008,3631.1276607380773,F,1127
0.1.1.1.1.1,0.1.1.1.1.1.1,0.009,862.3278422891283,G,1127
0.1.1.1.1.1,0.1.1.1.1.1.2,0.016,871.6894359562926,F,1127
0.1.1.1.1.1,0.1.1.1.1.1.3,0.007,927.6129998349414,G,1127
0.1.1.1.1.1,0.1.1.1.1.1.4,0.009,2427.07405764045,G,1127
0.1.1.1.1.1,0.1.1.1.1.1.5,0.001,3086.147314409014,G,1127
0.1.1.1.1.1,0.1.1.1.1.1.6,0.002,3236.9133340770736,F,1127
0.2.2.2.1.1,0.2.2.2.1.1.1,0.008,4006.0695180149623,F,1127
0,0.1,0.0,399.6324768120728,G,1128
0,0.1,0.003,271.2033076538062,F,1129
0.1,0.1.1,0.002,472.7338725617556,G,1129
0,0.1,0.005,735.4635622655653,H,1130
0,0.2,0.005,1046.587659876158,G,1130
0,0.3,0.014,1759.9329180957893,G,1130
0.3,0.3.1,0.004,3540.428299009892,G,1130
0,0.1,0.003,219.94917097060076,G,1131
0.1,0.1.1,0.004,306.2151082192456,G,1131
0,0.1,0.007,103.50294488280609,G,1133
0,0.1,0.009,1667.7963241982827,G,1134
0,0.1,0.013,318.9986526356834,G,1137
0,0.2,0.013,789.8612191789806,G,1137
0,0.3,0.006,936.6876177471747,G,1137
0,0.4,0.011,1204.32501380371,G,1137
0,0.5,0.012,1623.4464824351887,G,1137
0,0.6,0.001,1664.031036643139,G,1137
0.2,0.2.1,0.0,3298.282680213719,G,1137
0.5,0.5.1,0.01,2044.3686529653799,G,1137
0,0.1,0.001,878.3789725142111,H,1140
0,0.2,Inf,1721.1854589941202,G,1140
0,0.3,0.004,2051.4243848619394,G,1140
0.2,0.2.1,Inf,2118.8939027823535,G,1140
0.2.1,0.2.1.1,0.016,2254.8635126910885,G,1140
0.2.1,0.2.1.2,0.005,2852.701900348936,G,1140
0.2.1,0.2.1.3,0.008,3023.532761777742,G,1140
0.2.1,0.2.1.4,0.006,4173.226192297908,H,1140
0.2.1.1,0.2.1.1.1,0.004,2410.0727133698433,G,1140
0.2.1.1,0.2.1.1.2,0.001,3341.5887438273817,G,1140
0.2.1.2,0.2.1.2.1,0.0,3177.4451774329264,F,1140
0.2.1.4,0.2.1.4.1,0.012,4188.082549869263,G,1140
0.2.1.4,0.2.1.4.2,0.004,4300.214252075497,G,1140
0.2.1.4,0.2.1.4.3,0.003,5663.934898747088,H,1140
0.2.1.1.1,0.2.1.1.1.1,0.01,2549.7871298236087,G,1140
0.2.1.1.2,0.2.1.1.2.1,0.004,3703.159169560997,G,1140
0.2.1.4.1,0.2.1.4.1.1,0.013,4291.867355820013,G,1140
0.2.1.4.1,0.2.1.4.1.2,0.002,5762.419287459673,G,1140
0.2.1.4.1.1,0.2.1.4.1.1.1,0.011,4706.932158389573,G,1140
0.2.1.4.1.2,0.2.1.4.1.2.1,0.022,5951.150873216641,G,1140
0.2.1.4.1.2,0.2.1.4.1.2.2,0.012,6004.065342747,F,1140
0,0.1,0.001,424.8498350519079,G,1141
0.1,0.1.1,0.009,485.57700328219016,H,1141
0.1.1,0.1.1.1,0.009,550.4395411166465,H,1141
0.1.1,0.1.1.2,0.004,653.4853025952133,H,1141
0.1.1.1,0.1.1.1.1,0.006,798.5458609322211,H,1141
0,0.1,Inf,51.37835202435957,G,1142
0,0.2,Inf,74.5704047363869,G,1142
0,0.3,Inf,488.38544119346693,G,1142
0.1,0.1.1,0.006,89.09853639284336,G,1142
0.1,0.1.2,0.005,113.76558773816379,F,1142
0.2,0.2.1,0.006,1799.2824035810972,G,1142
0.2.1,0.2.1.1,0.008,3015.5735837806656,F,1142
0.2.1,0.2.1.2,0.003,3304.868991737173,G,1142
0.2.1.2,0.2.1.2.1,0.004,3394.4896224646336,G,1142
0.2.1.2,0.2.1.2.2,0.002,3709.3728969289664,G,1142
0.2.1.2,0.2.1.2.3,0.001,4465.573091468841,H,1142
0.2.1.2,0.2.1.2.4,0.003,4567.483734489233,H,1142
0.2.1.2.1,0.2.1.2.1.1,0.002,3490.097329027297,G,1142
0.2.1.2.2,0.2.1.2.2.1,Inf,4241.379609467128,H,1142
0.2.1.2.3,0.2.1.2.3.1,0.002,4564.944893208735,G,1142
0.2.1.2.3,0.2.1.2.3.2,0.004,4701.506417814004,G,1142
0.2.1.2.1.1,0.2.1.2.1.1.1,0.002,3632.0818568635777,F,1142
0.2.1.2.2.1,0.2.1.2.2.1.1,Inf,6069.483162140922,G,1142
0.2.1.2.2.1,0.2.1.2.2.1.2,Inf,6165.899109888097,G,1142
0.2.1.2.3.1,0.2.1.2.3.1.1,0.013,5438.537608981331,G,1142
0.2.1.2.3.2,0.2.1.2.3.2.1,0.004,4814.685656574987,G,1142
0.2.1.2.3.2,0.2.1.2.3.2.2,0.006,4978.314446790677,G,1142
0,0.1,0.001,339.8190768104971,G,1144
0,0.1,0.001,506.22929821877955,F,1146
0,0.2,0.008,606.9688831175797,G,1146
0,0.1,Inf,1089.9510223320706,H,1149
0,0.2,Inf,1096.4118500078264,H,1149
0,0.3,Inf,2417.0378057111543,G,1149
0,0.4,Inf,3619.5439624983956,G,1149
0.1,0.1.1,0.007,1094.1303498532313,H,1149
0.1,0.1.2,0.012,1562.0757830659766,F,1149
0.1,0.1.3,0.002,2548.902808885827,F,1149
0.3,0.3.1,0.016,2857.9429203389855,G,1149
0.3,0.3.2,0.006,3376.654972940346,G,1149
0.3,0.3.3,0.012,4684.630265871572,F,1149
0.3,0.3.4,0.004,5719.337587873794,G,1149
0.1.1,0.1.1.1,0.003,2094.5708260760325,G,1149
0.3.1,0.3.1.1,0.009,2876.403768593461,F,1149
0.3.2,0.3.2.1,0.011,3710.090183378307,G,1149
0.3.2,0.3.2.2,0.001,5007.442465287514,G,1149
0.3.3,0.3.3.1,0.012,6079.07726165381,F,1149
0.3.4,0.3.4.1,0.004,5957.782078148497,G,1149
0.3.2.1,0.3.2.1.1,0.012,3727.7467990752743,G,1149
0.3.2.1,0.3.2.1.2,0.007,4248.539534864879,H,1149
0.3.2.1,0.3.2.1.3,0.005,6300.079914763525,H,1149
0.3.2.1,0.3.2.1.4,0.009,6392.758207723168,H,1149
0.3.2.1,0.3.2.1.5,0.011,7205.012844280487,F,1149
0.3.3.1,0.3.3.1.1,0.004,6254.341862258094,F,1149
0.3.3.1,0.3.3.1.2,0.005,7695.876859248775,F,1149
0.3.2.1.4,0.3.2.1.4.1,0.003,7553.643031589088,H,1149
0.3.2.1.4,0.3.2.1.4.2,0.001,8030.734980002014,H,1149
0.3.2.1.4.1,0.3.2.1.4.1.1,Inf,7842.443546136632,G,1149
0.3.2.1.4.2,0.3.2.1.4.2.1,0.001,8039.800415027102,G,1149
0,0.1,0.0,320.1979858312536,G,1150
0,0.2,0.001,536.9707039413701,G,1150
0.2,0.2.1,0.004,672.4160471719754,G,1150
0.2.1,0.2.1.1,0.003,1964.7332384544095,F,1150
0.2.1,0.2.1.2,0.003,2129.4460272635843,G,1150
0.2.1.1,0.2.1.1.1,0.008,2149.9647172514274,F,1150
0.2.1.2,0.2.1.2.1,0.005,2226.7972283023164,G,1150
0.2.1.2,0.2.1.2.2,0.0,3163.262940342983,G,1150
0.2.1.1.1,0.2.1.1.1.1,0.011,2155.822912363053,F,1150
0.2.1.2.1,0.2.1.2.1.1,0.005,2569.9333224658553,G,1150
0.2.1.1.1.1,0.2.1.1.1.1.1,0.003,2860.272455044615,F,1150
0.2.1.1.1.1,0.2.1.1.1.1.2,0.004,3092.628715716536,G,1150
0,0.1,Inf,962.6269532636709,G,1156
0,0.2,Inf,1660.7798322729436,G,1156
0,0.3,Inf,1901.395931618976,G,1156
0.1,0.1.1,0.006,1989.5434344976202,G,1156
0.2,0.2.1,Inf,1831.391796095906,F,1156
0.3,0.3.1,0.002,1901.4994139774467,G,1156
0.3,0.3.2,Inf,2445.750002954758,G,1156
0.3,0.3.3,0.0,2633.4412677400396,G,1156
0.1.1,0.1.1.1,0.004,2043.774886395671,G,1156
0.1.1,0.1.1.2,0.002,2688.737351506777,G,1156
0.3.2,0.3.2.1,Inf,2496.818456189827,G,1156
0.3.2,0.3.2.2,Inf,4371.138256200005,G,1156
0.3.3,0.3.3.1,0.002,3001.7362078119513,H,1156
0.1.1.1,0.1.1.1.1,0.001,2606.760689648893,G,1156
0.3.2.1,0.3.2.1.1,0.002,2517.3322262583374,G,1156
0.3.2.1,0.3.2.1.2,0.006,2747.2170172188435,G,1156
0.3.2.2,0.3.2.2.1,0.0,4381.696253459335,G,1156
0.3.3.1,0.3.3.1.1,0.001,3936.670635692623,G,1156
0.3.3.1,0.3.3.1.2,0.009,4616.191990027939,F,1156
0.3.2.1.1,0.3.2.1.1.1,0.0,2600.599722230814,G,1156
0.3.2.1.1,0.3.2.1.1.2,0.006,2730.7852125923123,G,1156
0.3.2.1.2,0.3.2.1.2.1,0.017,3485.9824716544995,G,1156
0.3.2.2.1,0.3.2.2.1.1,0.002,4676.870545011408,G,1156
0.3.2.2.1,0.3.2.2.1.2,0.001,4685.863646991843,G,1156
0.3.3.1.1,0.3.3.1.1.1,0.01,4175.713120122241,G,1156
0.3.2.1.1.1,0.3.2.1.1.1.1,0.001,2739.69802308271,G,1156
0.3.2.1.1.2,0.3.2.1.1.2.1,0.004,2809.2088203194494,G,1156
0.3.2.1.1.2,0.3.2.1.1.2.2,Inf,4253.627185188629,G,1156
0.3.2.1.2.1,0.3.2.1.2.1.1,0.0,3990.287944416469,F,1156
0.3.2.1.2.1,0.3.2.1.2.1.2,0.006,4465.773120139702,F,1156
0.3.2.2.1.1,0.3.2.2.1.1.1,0.013,5401.811570466169,G,1156
0.3.2.2.1.1,0.3.2.2.1.1.2,0.004,5656.214208777591,G,1156
0.3.2.2.1.1,0.3.2.2.1.1.3,0.001,6509.42820500871,F,1156
0.3.2.2.1.2,0.3.2.2.1.2.1,0.002,4993.914029307721,F,1156
0.3.3.1.1.1,0.3.3.1.1.1.1,0.006,7252.322768343531,G,1156
0.3.3.1.1.1,0.3.3.1.1.1.2,0.002,8494.860586957942,F,1156
0,0.1,0.006,9.500796379743203,G,1163
0,0.1,0.004,488.67421015748494,G,1164
0,0.2,0.005,820.7590290860952,G,1164
0.1,0.1.1,0.015,562.9146388725679,G,1164
0.2,0.2.1,Inf,1031.927607964221,G,1164
0.2,0.2.2,0.003,1056.4063073205402,G,1164
0.1.1,0.1.1.1,Inf,694.3531936448107,G,1164
0.1.1,0.1.1.2,0.017,3031.3300947611765,F,1164
0.1.1,0.1.1.3,0.014,3046.891166250665,G,1164
0.1.1,0.1.1.4,0.004,4647.914454369195,G,1164
0.1.1,0.1.1.5,0.001,5315.2107885094265,F,1164
0.2.2,0.2.2.1,0.002,1102.221128430828,G,1164
0.1.1.1,0.1.1.1.1,Inf,1374.9310155352086,G,1164
0.1.1.1,0.1.1.1.2,Inf,3209.1835781721406,G,1164
0.1.1.2,0.1.1.2.1,0.008,3873.6953242538875,F,1164
0.2.2.1,0.2.2.1.1,0.004,1230.7641087755503,G,1164
0.1.1.1.2,0.1.1.1.2.1,0.007,3690.525778136893,G,1164
0.1.1.1.2,0.1.1.1.2.2,0.002,5613.520841741744,F,1164
0.2.2.1.1,0.2.2.1.1.1,0.001,1383.8993133841998,G,1164
0.1.1.1.2.1,0.1.1.1.2.1.1,0.004,3789.262541000081,G,1164
0,0.1,0.002,436.0281274944104,G,1165
0,0.1,0.009,545.269683705692,G,1166
0,0.1,0.003,632.2849080603484,G,1167
0,0.1,0.011,1024.4723387610125,G,1168
0.1,0.1.1,0.002,1283.893410562556,G,1168
0,0.1,0.001,85.04520602739004,G,1171
0,0.2,0.004,108.31104855703842,G,1171
0,0.1,0.004,680.0676234240855,G,1173
0.1,0.1.1,0.001,820.2020895730647,G,1173
0.1.1,0.1.1.1,0.005,860.4434662956661,G,1173
0,0.1,0.018,244.02770292688388,G,1174
0,0.2,0.004,473.7963201954889,G,1174
0.1,0.1.1,0.019,629.0269130300858,H,1174
0.1,0.1.2,0.001,4572.993953065155,G,1174
0.1,0.1.3,0.002,5244.183813852738,G,1174
0.2,0.2.1,0.001,658.8224881978418,F,1174
0.2,0.2.2,0.01,1003.5847807710916,F,1174
0.1.3,0.1.3.1,0.017,5311.057984837131,H,1174
0.2.2,0.2.2.1,0.012,1251.2219085712195,G,1174
0.2.2,0.2.2.2,0.006,1438.890141616776,G,1174
0.2.2,0.2.2.3,0.005,1589.6533218767984,G,1174
0.2.2,0.2.2.4,0.001,2376.7934424907858,G,1174
0.2.2,0.2.2.5,0.003,3437.269597608814,G,1174
0.2.2,0.2.2.6,0.009,3736.3285448054,G,1174
0.1.3.1,0.1.3.1.1,0.013,5389.540781054872,F,1174
0.1.3.1,0.1.3.1.2,0.016,5565.995846938881,H,1174
0.1.3.1,0.1.3.1.3,0.007,5797.982754275816,G,1174
0.1.3.1,0.1.3.1.4,Inf,6116.517455080816,F,1174
0.1.3.1.2,0.1.3.1.2.1,Inf,6690.377809410773,F,1174
0.1.3.1.2.1,0.1.3.1.2.1.1,Inf,6990.497846652016,G,1174
0.1.3.1.2.1,0.1.3.1.2.1.2,Inf,7226.841435162269,F,1174
0.1.3.1.2.1,0.1.3.1.2.1.3,Inf,8544.617184332066,H,1174
0,0.1,0.013,257.3936264818275,G,1175
0,0.2,0.012,435.7349558882638,G,1175
0,0.3,0.012,701.6757001120544,G,1175
0,0.4,0.002,2995.4458866513355,G,1175
0.2,0.2.1,0.01,452.05703559316277,G,1175
0.2,0.2.2,0.009,708.9852085977232,G,1175
0.4,0.4.1,0.0,3742.3623436025878,G,1175
0.2.1,0.2.1.1,0.0,951.7464086730351,H,1175
0.2.2,0.2.2.1,0.012,977.7785656372521,G,1175
0.2.2,0.2.2.2,0.001,1343.5544528344801,G,1175
0.2.2.1,0.2.2.1.1,0.005,1152.2204709150144,G,1175
0,0.1,0.003,7.543128154867767,G,1176
0.1,0.1.1,0.002,281.82221566159853,G,1176
0.1,0.1.2,0.005,596.6638165032264,G,1176
0.1,0.1.3,0.007,675.0357918101666,F,1176
0.1,0.1.4,0.011,683.1689454204011,F,1176
0.1,0.1.5,0.004,1109.933439944826,F,1176
0.1.3,0.1.3.1,0.005,1053.3987053971493,G,1176
0.1.3,0.1.3.2,0.01,2015.474429087856,F,1176
0.1.3.1,0.1.3.1.1,0.004,1089.9980522174071,G,1176
0.1.3.1,0.1.3.1.2,0.011,1706.0099410930102,G,1176
0.1.3.1.1,0.1.3.1.1.1,0.002,1224.5722754130773,G,1176
0.1.3.1.1.1,0.1.3.1.1.1.1,0.011,1524.4330744077301,G,1176
0.1.3.1.1.1,0.1.3.1.1.1.2,0.005,1616.2457639479542,G,1176
0,0.1,0.016,896.781859457205,G,1177
0.1,0.1.1,0.018,2852.821861983143,G,1177
0.1.1,0.1.1.1,0.006,3236.5672237400818,G,1177
0.1.1,0.1.1.2,0.014,3594.637406638991,G,1177
0.1.1.1,0.1.1.1.1,0.01,3419.958720056152,G,1177
0.1.1.1,0.1.1.1.2,0.003,4974.593264710573,G,1177
0.1.1.2,0.1.1.2.1,0.001,3655.103841828569,G,1177
0.1.1.1.1,0.1.1.1.1.1,0.003,3577.7709448246615,G,1177
0.1.1.1.1,0.1.1.1.1.2,0.014,3764.4931926332206,F,1177
0.1.1.1.2,0.1.1.1.2.1,0.005,5520.153668426101,G,1177
0.1.1.1.1.1,0.1.1.1.1.1.1,0.008,3753.5062970917725,F,1177
0.1.1.1.1.1,0.1.1.1.1.1.2,0.005,4805.460020130764,G,1177
0.1.1.1.1.1,0.1.1.1.1.1.3,0.003,5172.811735502015,F,1177
0.1.1.1.1.1,0.1.1.1.1.1.4,Inf,5396.94898644238,G,1177
0.1.1.1.1.1,0.1.1.1.1.1.5,0.003,5638.748784638516,G,1177
0.1.1.1.1.2,0.1.1.1.1.2.1,0.003,4005.7027809962788,F,1177
0.1.1.1.1.2,0.1.1.1.1.2.2,0.008,4187.007596245,F,1177
0,0.1,0.01,199.04095081391597,F,1179
0,0.1,0.005,362.146531795908,F,1180
0,0.2,0.003,1074.1775971007035,G,1180
0.2,0.2.1,0.003,1169.9482991865682,F,1180
0,0.1,0.004,841.4453417968707,F,1181
0,0.2,0.005,925.7561552584192,G,1181
0,0.3,0.006,1069.7227400187403,G,1181
0,0.4,0.001,1324.235885356039,G,1181
0.2,0.2.1,0.002,1396.8571152084467,G,1181
0.3,0.3.1,Inf,2436.455561120562,G,1181
0.3.1,0.3.1.1,Inf,2730.045582131669,H,1181
0.3.1,0.3.1.2,Inf,3709.129186995817,G,1181
0.3.1.2,0.3.1.2.1,0.006,4056.192181164945,G,1181
0.3.1.2,0.3.1.2.2,0.006,4069.2173144381577,G,1181
0.3.1.2,0.3.1.2.3,0.005,4178.752249341548,G,1181
0.3.1.2.3,0.3.1.2.3.1,0.0,4638.463248401216,G,1181
0.3.1.2.3,0.3.1.2.3.2,0.005,4765.853937243723,G,1181
0,0.1,Inf,322.6483921330227,G,1183
0,0.2,Inf,619.6924490892927,G,1183
0,0.3,Inf,2466.4180398199,F,1183
0,0.1,Inf,1905.2729667343292,G,1184
0.1,0.1.1,Inf,3367.3553770195153,G,1184
0.1,0.1.2,Inf,4016.105690619328,F,1184
0.1,0.1.3,Inf,4265.439093212274,F,1184
0.1.3,0.1.3.1,0.007,4435.271363036453,G,1184
0,0.1,0.003,33.9820321177015,G,1185
0,0.2,0.004,358.29008770526264,G,1185
0,0.1,0.002,150.15045550383488,G,1186
0,0.2,Inf,227.82602179893306,G,1186
0.2,0.2.1,Inf,841.0317029118654,G,1186
0,0.1,0.001,25.351792300421184,F,1187
0,0.2,0.011,730.0354922924265,G,1187
0,0.3,0.01,858.443778678296,G,1187
0.2,0.2.1,0.012,809.0301529476516,F,1187
0.2,0.2.2,0.004,1182.5690651641798,G,1187
0.2,0.2.3,0.011,1222.7580447600835,G,1187
0.2,0.2.4,0.009,1623.5250103389826,G,1187
0.2,0.2.5,0.011,2065.5954328428647,G,1187
0.2,0.2.6,0.01,2593.6384405223953,G,1187
0.3,0.3.1,0.003,1183.0854852776592,G,1187
0.2.1,0.2.1.1,0.0,980.3971112047567,F,1187
0.2.6,0.2.6.1,0.002,3139.1144045108235,G,1187
0.2.6,0.2.6.2,0.002,3745.9798917366684,G,1187
0.3.1,0.3.1.1,0.01,1519.5080497370843,G,1187
0.3.1,0.3.1.2,0.004,2650.155376170013,G,1187
0.2.6.1,0.2.6.1.1,Inf,3367.7700000835825,G,1187
0.3.1.2,0.3.1.2.1,0.008,3959.3683374311904,G,1187
0.2.6.1.1,0.2.6.1.1.1,Inf,4809.625013722907,G,1187
0.3.1.2.1,0.3.1.2.1.1,0.008,4130.792563755049,F,1187
0.3.1.2.1,0.3.1.2.1.2,0.001,4220.774619387124,G,1187
0.3.1.2.1,0.3.1.2.1.3,0.007,4582.027595520973,F,1187
0.2.6.1.1.1,0.2.6.1.1.1.1,0.004,5128.506245656313,F,1187
0,0.1,0.004,226.47112046645768,H,1190
0,0.2,0.007,2494.4784402214527,G,1190
0.1,0.1.1,0.008,476.58861666170174,H,1190
0.1,0.1.2,0.007,1656.8309318590261,F,1190
0.1.2,0.1.2.1,Inf,2698.2417634570006,F,1190
0.1.2.1,0.1.2.1.1,Inf,2715.358103635332,F,1190
0.1.2.1,0.1.2.1.2,Inf,3261.8733701070187,F,1190
0,0.1,0.002,4.857826067583138,F,1192
0,0.2,0.004,268.5405149301792,G,1192
0,0.1,0.004,165.82196087817437,G,1194
0,0.2,0.007,376.5013468719832,G,1194
0,0.1,Inf,111.94918601782848,G,1198
0,0.2,0.001,149.49609823622313,F,1198
0.1,0.1.1,Inf,1151.0318392462277,G,1198
0,0.1,0.006,130.32931401811112,F,1199
0,0.2,0.004,468.9745204192274,H,1199
0,0.1,0.009,233.90512461380465,G,1201
0,0.2,0.002,786.974317342391,G,1201
0.2,0.2.1,0.002,1149.9047688459939,G,1201
0,0.1,Inf,1028.0776560676054,G,1202
0,0.1,Inf,79.3632267348764,G,1204
0.1,0.1.1,Inf,413.69247063025654,G,1204
0.1.1,0.1.1.1,0.007,752.8475551809404,G,1204
0,0.1,0.013,141.15221722040712,G,1206
0.1,0.1.1,0.013,1012.9752734814929,G,1206
0.1,0.1.2,0.002,1263.638432792124,G,1206
0.1.1,0.1.1.1,0.001,1374.630489569941,F,1206
0.1.1,0.1.1.2,0.007,1803.6484602239964,F,1206
0.1.2,0.1.2.1,Inf,1377.9289260246073,G,1206
0.1.2,0.1.2.2,0.008,1400.8446301050035,G,1206
0.1.1.1,0.1.1.1.1,0.004,1516.784714638823,F,1206
0.1.2.2,0.1.2.2.1,Inf,2674.4995790537246,G,1206
0.1.2.2,0.1.2.2.2,0.003,2814.0299305951735,G,1206
0.1.2.2,0.1.2.2.3,0.006,3553.6827183832524,G,1206
0.1.1.1.1,0.1.1.1.1.1,0.002,1563.3279466105057,G,1206
0.1.2.2.1,0.1.2.2.1.1,Inf,4335.928427496362,G,1206
0.1.2.2.2,0.1.2.2.2.1,0.001,2975.9142847069174,G,1206
0.1.1.1.1.1,0.1.1.1.1.1.1,0.004,2651.5893693978514,G,1206
0.1.2.2.1.1,0.1.2.2.1.1.1,0.009,4432.277819146794,G,1206
0,0.1,0.005,33.030424510271715,F,1207
0.1,0.1.1,0.001,1269.0645762952688,F,1207
0,0.1,0.001,233.70496227152123,G,1211
0,0.1,0.003,1432.3892985382208,G,1214
0,0.2,0.016,1690.2817381173784,G,1214
0.1,0.1.1,0.001,1590.6119216719028,F,1214
0.1,0.1.2,0.002,1960.425055270511,G,1214
0.2,0.2.1,0.005,1964.54292827954,F,1214
0.2,0.2.2,0.009,1965.714859202626,F,1214
0.2,0.2.3,0.021,2806.2938606943053,G,1214
0.2,0.2.4,0.019,3453.052921346901,G,1214
0.2,0.2.5,0.004,3488.92777294698,G,1214
0.2.3,0.2.3.1,0.013,3772.137014993905,G,1214
0.2.3,0.2.3.2,0.002,5738.833129290411,G,1214
0.2.4,0.2.4.1,0.004,6255.274726576642,G,1214
0.2.5,0.2.5.1,0.011,3905.4570236620116,G,1214
0.2.3.1,0.2.3.1.1,Inf,3879.4468063760705,G,1214
0.2.3.1,0.2.3.1.2,0.002,3899.420298560481,G,1214
0.2.3.2,0.2.3.2.1,0.01,5758.243368430076,G,1214
0.2.3.2,0.2.3.2.2,0.011,5826.043312730163,G,1214
0.2.4.1,0.2.4.1.1,0.009,6257.865564453487,G,1214
0.2.4.1,0.2.4.1.2,0.008,6272.324110160352,G,1214
0.2.5.1,0.2.5.1.1,0.01,4047.043124823793,F,1214
0.2.5.1,0.2.5.1.2,Inf,4324.921152042579,F,1214
0.2.5.1,0.2.5.1.3,0.023,4910.716371738336,F,1214
0.2.3.1.1,0.2.3.1.1.1,Inf,4365.646798710957,G,1214
0.2.3.2.1,0.2.3.2.1.1,0.003,7949.083992865132,F,1214
0.2.3.2.1,0.2.3.2.1.2,0.005,7953.030906019009,G,1214
0.2.3.2.2,0.2.3.2.2.1,0.008,6667.1568736663485,G,1214
0.2.3.2.2,0.2.3.2.2.2,0.008,7175.690114654802,G,1214
0.2.3.2.2,0.2.3.2.2.3,0.0,7177.821370323468,G,1214
0.2.3.2.2,0.2.3.2.2.4,0.002,7940.71122493046,G,1214
0.2.3.2.2,0.2.3.2.2.5,0.004,7959.2028671231765,G,1214
0.2.3.2.2,0.2.3.2.2.6,0.001,7987.333410564761,G,1214
0.2.4.1.1,0.2.4.1.1.1,0.015,6439.036133346944,G,1214
0.2.4.1.1,0.2.4.1.1.2,0.006,6893.876657006291,G,1214
0.2.4.1.1,0.2.4.1.1.3,0.002,8081.289579741723,G,1214
0.2.4.1.1,0.2.4.1.1.4,0.001,8350.288843042497,G,1214
0.2.5.1.3,0.2.5.1.3.1,Inf,5808.884493150856,G,1214
0.2.3.2.2.1,0.2.3.2.2.1.1,0.003,6842.688023087965,G,1214
0.2.3.2.2.4,0.2.3.2.2.4.1,0.001,8021.052586138454,G,1214
0.2.4.1.1.2,0.2.4.1.1.2.1,0.013,6993.6069293332275,G,1214
0.2.4.1.1.2,0.2.4.1.1.2.2,0.006,7140.404950553678,G,1214
0.2.4.1.1.2,0.2.4.1.1.2.3,0.016,7153.570766080833,G,1214
0.2.4.1.1.3,0.2.4.1.1.3.1,0.0,8399.410538152542,G,1214
0.2.5.1.3.1,0.2.5.1.3.1.1,Inf,5812.327773625297,F,1214
0.2.5.1.3.1,0.2.5.1.3.1.2,Inf,5826.361373695276,F,1214
0.2.5.1.3.1,0.2.5.1.3.1.3,Inf,6226.314218445184,G,1214
0.2.5.1.3.1,0.2.5.1.3.1.4,Inf,6254.71549106504,G,1214
0.2.5.1.3.1,0.2.5.1.3.1.5,Inf,6968.14495531844,H,1214
0,0.1,0.0,1510.8463448455104,G,1216
0.1,0.1.1,0.007,1550.0952775941755,G,1216
0,0.1,0.001,80.41590342666419,G,1218
0.1,0.1.1,0.003,476.468684141557,F,1218
0.1.1,0.1.1.1,0.003,482.4488094352974,F,1218
0.1.1.1,0.1.1.1.1,0.012,507.582656281105,F,1218
0.1.1.1.1,0.1.1.1.1.1,0.008,1918.653241827464,F,1218
